"MUSYM","Index","Year","Sheet_ID","Date","Date_survey_started","Survey","No","Time","Y","X","SVL_mm","Color","Nuptial_Pads","gravid","Sex","Adjusted_sex","Mass","COMMENTS","LOCAL_NAME","FORM_NAME","ALLIAN_SCI","ALLIAN_ENG","ASSOC_SCI","AREASYMBOL","MUKEY","Soil_description","Top_layer","Middle_layer","Parent_material","Drainage","Hydric_soil_group","Hydric_soil","lineOrig"
"29B",599,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",41,"2244",4118458,364711,46.5,"GY","N","N","SNBA","NBA","11.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",275
"29B",600,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",42,"2245",4118445,364712,39.3,"GY","N","N","SNBA","S","6.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",276
"29B",601,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",43,"2246",4118421,364714,42,"GY","N","N","SNBA","S","7.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",277
"29B",602,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",44,"2246",4118421,364714,36.6,"GY","N","N","SNBA","S","4.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",278
"29B",603,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",45,"2248",4118448,364719,37.8,"GY","N","N","SNBA","S","6.1","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",279
"29B",604,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",46,"2249",4118444,364701,41,"G","N","N","SNBA","S","7.3","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",280
"29B",605,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",47,"2250",4118437,364698,49.6,"Y","Y","N","M","M","PEED","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",281
"29B",606,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",48,"2252",4118476,364697,34.3,"GY","N","N","SNBA","S","4.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",282
"29B",607,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",49,"2253",4118483,364701,47.7,"Y","Y","N","M","M","12.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",283
"29B",608,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",50,"2255",4118440,364710,36,"GY","N","N","SNBA","S","6.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",284
"29B",609,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",51,"2255",4118440,364710,40.1,"GY","N","N","SNBA","S","8.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",285
"29B",610,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",52,"2255",4118450,364690,39,"G","N","N","SNBA","S","6.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",286
"29B",611,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",53,"2257",4118423,364691,64,"DY","N","Y","F","F","27.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",287
"29B",613,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",55,"2300",4118447,364675,56,"Y","Y","N","M","M","17","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",288
"29B",614,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",56,"2301",4118426,364682,46.5,"G","N","Y","F","F","11.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",289
"29B",616,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",58,"2303",4118420,364677,35.2,"GY","N","N","SNBA","S","4.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",290
"29B",617,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",59,"2305",4118468,364660,50.9,"Y","N","N","SNBA","NBA","14.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",291
"29B",618,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",60,"2306",4118424,364662,49.9,"Y","Y","N","M","M","15.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",292
"29B",619,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",61,"2309",4118447,364661,49.3,"DY","N","N","SNBA","NBA","12.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",293
"29B",623,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",65,"2313",4118432,364619,47.4,"Y","Y","N","M","M","11.3","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",294
"29B",624,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",66,"2316",4118440,364618,37.3,"GY","N","N","SNBA","S","6.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",295
"29B",625,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",67,"2316",4118440,364618,35,"GY","N","N","SNBA","S","4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",296
"29B",626,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",68,"2317",4118440,364618,35.4,"GY","N","N","SNBA","S","4.3","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",297
"29B",627,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",69,"2318",4118436,364607,58.1,"Y","N","Y","F","F","26.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",298
"29B",628,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",70,"2319",4118436,364607,33.9,"GY","N","N","SNBA","S","5.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",299
"29B",629,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",71,"2322",4118435,364601,42.9,"GY","N","N","SNBA","S","9.6","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",300
"29B",630,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",72,"2322",4118435,364601,41.2,"GY","N","N","SNBA","S","8.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",301
"29B",631,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",73,"2324",4118435,364601,43,"GY","N","N","SNBA","S","9.3","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",302
"29B",633,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",75,"2326",4118460,364598,32.5,"G","N","N","SNBA","S","POOD","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",303
"29B",634,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",76,"2327",4118433,364605,42.5,"DY","N","N","SNBA","S","7.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",304
"29B",636,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",78,"2328",4118424,364600,50.9,"Y","Y","N","M","M","13.6","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",305
"29B",637,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",79,"2329",4118434,364588,45.1,"Y","Y","N","M","M","11.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",306
"29B",638,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",80,"2330",4118442,364571,54.6,"Y","Y","N","M","M","20","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",307
"29B",639,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",81,"2331",4118439,364571,41.9,"GY","N","N","SNBA","S","","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",308
"29B",640,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",82,"2332",4118436,364571,39.7,"GY","N","N","SNBA","S","11.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",309
"29B",642,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",84,"2335",4118432,364560,34.7,"GY","N","N","SNBA","S","5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",310
"29B",643,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",85,"2335",4118432,364560,40.5,"GY","N","N","SNBA","S","7.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",311
"29B",644,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",86,"2336",4118462,364536,44.8,"GY","N","N","SNBA","NBA","11.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",312
"29B",645,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",87,"2337",4118444,364552,47.4,"Y","Y","N","M","M","11.1","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",313
"29B",646,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",88,"2338",4118442,364550,32.6,"GY","N","N","SNBA","S","","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",314
"29B",647,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",89,"2340",4118432,364557,42.6,"GY","N","N","SNBA","S","6.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",315
"29B",648,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",90,"2341",4118432,364557,48.4,"Y","N","N","SNBA","NBA","11.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",316
"29B",649,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",91,"2343",4118470,364566,37.2,"GY","N","N","SNBA","S","6.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",317
"29B",650,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",92,"2343",4118438,364546,42.3,"GY","N","N","SNBA","S","8.4","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",318
"29B",652,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",94,"2345",4118438,364533,37.1,"GY","N","N","SNBA","S","6.2","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",319
"29B",653,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",95,"2347",4118477,364561,37.4,"GY","N","N","SNBA","S","4.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",320
"29B",655,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",97,"2349",4118461,364541,39.1,"GY","N","N","SNBA","S","7.1","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",321
"29B",657,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",99,"2354",4118444,364525,40.4,"G","N","N","SNBA","S","6.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",322
"29B",659,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",101,"2355",4118430,364514,37.1,"G","N","N","SNBA","S","PEED","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",323
"29B",661,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",103,"2356",4118457,364537,34,"GY","N","N","SNBA","S","4.8","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",324
"29B",662,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",104,"2357",4118435,364513,48.4,"GY","N","N","SNBA","NBA","13.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",325
"29B",663,2016,"SCTR-09-MAY-2016-01","9-May-16","9-May-16","3",105,"2358",4118464,364569,42.2,"GY","N","N","SNBA","S","7.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",326
"29B",665,2016,"SCTR-09-MAY-2016-01","10-May-16","9-May-16","3",107,"1",4118450,364494,45.4,"Y","Y","N","M","M","11.7","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",327
"29B",667,2016,"SCTR-09-MAY-2016-01","10-May-16","9-May-16","3",109,"3",4118450,364496,35.2,"GY","N","N","SNBA","S","5.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",328
"29B",668,2016,"SCTR-09-MAY-2016-01","10-May-16","9-May-16","3",110,"4",4118455,364501,47.7,"GY","N","Y","F","F","15.9","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",329
"29B",669,2016,"SCTR-09-MAY-2016-01","10-May-16","9-May-16","3",111,"5",4118469,364502,41.6,"GY","N","N","SNBA","S","7.5","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",330
"29B",670,2016,"SCTR-09-MAY-2016-01","10-May-16","9-May-16","3",112,"6",4118476,364482,32.7,"G","N","N","SNBA","S","PEED","","Successional Tuliptree - Loblolly Pine Forest","Lowland or submontane cold-deciduous forest","Liriodendron tulipifera Forest Alliance","Tuliptree Forest Alliance","Liriodendron tulipifera - Pinus taeda Forest","VA695",120821,"Slagle fine sandy loam, 2 to 6 percent slopes","fine sandy loam","sandy clay loam","marine deposits","moderately well drained","C","No",331
