MUSYM,Index,Year,Sheet_ID,Date,Date_survey_started,Survey,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Sex,Adjusted_sex,Mass,COMMENTS,LOCAL_NAME,FORM_NAME,ALLIAN_SCI,ALLIAN_ENG,ASSOC_SCI,AREASYMBOL,MUKEY,Soil_description,Top_layer,Middle_layer,Parent_material,Drainage,Hydric_soil_group,Hydric_soil,lineOrig,Dist_to_breeding_pool,Dist_to_wetland,Dist_to_meadow
29B,880,2016,SCTR-01-JUL-2016-01,1-Jul-16,1-Jul-16,8,1,-,4118847,364408,45.9,DY,N,Y,F,F,11.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,449,45.11037194,250.9514949,250.078535
29B,934,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,4,-,4118981,364416,42.8,GY,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,450,177.5850712,384.3017085,133.820633
29B,935,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,5,-,4118982,364466,44.5,GY,Y,N,M,M,13.6,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,451,184.4075671,386.8823216,110.1133296
29B,503,2016,SCTR-27-APR-2016-02,28-Apr-16,27-Apr-16,2,38,0:24,4118360,366224,37.9,GY,N,N,SNBA,S,6.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,452,49.0666584,598.2604365,17.84928965
29B,792,2016,SCTR-14-MAY-2016-01,14-May-16,14-May-16,5,8,2340,4120903,363717,53.6,DY,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,453,147.3843391,355.6636343,12.23736746
29B,938,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,8,-,4118871,364401,45,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,454,70.11226539,275.4940692,236.7388402
29B,939,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,9,-,4118904,364409,59,GY,Y,N,M,M,,"MISSED BY JF, BY ROAD",Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,455,101.1158501,307.7258439,204.4318958
29B,691,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,133,39,4118484,364405,31.8,G,N,N,SNBA,S,6.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,456,319.8894361,56.77428098,579.9031825
29B,942,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,12,-,4118939,364399,50.8,GY,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,457,137.133779,343.3834897,178.2288586
29B,943,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,13,-,4118942,364406,52.6,GY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,458,139.2290911,345.8405511,172.0351355
29B,596,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,38,2241,4118427,364706,36.6,GY,N,N,SNBA,S,5.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,459,472.9591068,179.7934484,515.4423937
29B,698,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,140,47,4118521,364354,36.7,GY,N,N,SNBA,S,5.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,460,290.116807,66.9000246,561.5979064
29B,902,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,4,-,4119359,364648,48.1,Y,Y,N,M,M,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,461,20.25198767,218.838595,18.13366826
29B,701,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,143,50,4118525,364351,41.6,GY,N,N,SNBA,S,11,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,462,286.9276048,68.06210219,559.0386474
29B,601,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,43,2246,4118421,364714,42,GY,N,N,SNBA,S,7.4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,463,482.5861884,189.6958072,508.6251033
29B,602,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,44,2246,4118421,364714,36.6,GY,N,N,SNBA,S,4.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,464,482.5861884,189.6958072,508.6251033
29B,603,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,45,2248,4118448,364719,37.8,GY,N,N,SNBA,S,6.1,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,465,464.6767242,182.8096422,499.4186715
29B,604,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,46,2249,4118444,364701,41,G,N,N,SNBA,S,7.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,466,456.4395884,167.7258062,517.7925502
29B,605,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,47,2250,4118437,364698,49.6,Y,Y,N,M,M,PEED,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,467,460.1546958,168.0521255,521.7551039
29B,607,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,49,2253,4118483,364701,47.7,Y,Y,N,M,M,12.5,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,468,426.3904354,155.749042,513.9573919
29B,611,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,53,2257,4118423,364691,64,DY,N,Y,F,F,27.5,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,469,467.2873972,168.8847538,530.9048226
29B,613,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,55,2300,4118447,364675,56,Y,Y,N,M,M,17,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,470,438.4528391,143.0257798,543.1842659
29B,614,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,56,2301,4118426,364682,46.5,G,N,Y,F,F,11.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,471,459.6540111,159.6892623,539.2742257
29B,616,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,58,2303,4118420,364677,35.2,GY,N,N,SNBA,S,4.4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,472,461.7922335,158.9644504,545.2123669
29B,617,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,59,2305,4118468,364660,50.9,Y,N,N,SNBA,NBA,14.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,473,412.6413736,120.5790184,544.3614498
29B,619,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,61,2309,4118447,364661,49.3,DY,N,N,SNBA,NBA,12.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,474,430.454271,130.7746003,557.0793142
29B,623,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,65,2313,4118432,364619,47.4,Y,Y,N,M,M,11.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,475,421.5650619,107.5418981,593.1409644
29B,624,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,66,2316,4118440,364618,37.3,GY,N,N,SNBA,S,6.5,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,476,414.0505447,101.1158363,586.2034753
29B,625,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,67,2316,4118440,364618,35,GY,N,N,SNBA,S,4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,477,414.0505447,101.1158363,586.2034753
29B,627,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,69,2318,4118436,364607,58.1,Y,N,Y,F,F,26.5,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,478,412.4602728,96.46240268,594.348342
29B,628,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,70,2319,4118436,364607,33.9,GY,N,N,SNBA,S,5.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,479,412.4602728,96.46240268,594.348342
29B,629,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,71,2322,4118435,364601,42.9,GY,N,N,SNBA,S,9.6,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,480,410.6694533,93.42875859,597.7694591
29B,630,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,72,2322,4118435,364601,41.2,GY,N,N,SNBA,S,8.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,481,410.6694533,93.42875859,597.7694591
29B,637,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,79,2329,4118434,364588,45.1,Y,Y,N,M,M,11.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,482,406.0119659,86.81247255,604.2546674
29B,638,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,80,2330,4118442,364571,54.6,Y,Y,N,M,M,20,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,483,391.8757773,71.03349778,596.5647099
29B,650,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,92,2343,4118438,364546,42.3,GY,N,N,SNBA,S,8.4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,484,386.7062372,63.71490695,601.888032
29B,652,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,94,2345,4118438,364533,37.1,GY,N,N,SNBA,S,6.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,485,382.6621181,61.07932684,602.9858648
29B,659,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,101,2355,4118430,364514,37.1,G,N,N,SNBA,S,PEED,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,486,385.2335842,69.95642044,613.0189308
29B,856,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,31,-,4118725,364432,46.1,GY,N,N,SNBA,NBA,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,487,79.43325496,128.1290036,343.2728496
29B,662,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,104,2357,4118435,364513,48.4,GY,N,N,SNBA,NBA,13.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,488,380.1400054,65.20863052,608.1746307
29B,663,2016,SCTR-09-MAY-2016-01,9-May-16,9-May-16,3,105,2358,4118464,364569,42.2,GY,N,N,SNBA,S,7.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,489,370.8626023,51.31165407,574.6476774
29B,665,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,107,1,4118450,364494,45.4,Y,Y,N,M,M,11.7,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,490,361.2395908,55.18056404,595.5574651
29B,667,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,109,3,4118450,364496,35.2,GY,N,N,SNBA,S,5.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,491,361.655443,54.4275431,595.3179705
29B,668,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,110,4,4118455,364501,47.7,GY,N,Y,F,F,15.9,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,492,357.8688533,48.04568084,589.7552817
29B,864,2016,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,7,39,-,4118779,364429,49.4,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,493,26.13846774,182.0889205,295.6471885
29B,670,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,112,6,4118476,364482,32.7,G,N,N,SNBA,S,PEED,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,494,333.3869664,36.98298709,571.384021
29B,672,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,114,9,4118472,364486,40,GY,N,N,SNBA,S,6.8,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,495,338.0782353,38.57916086,574.7744763
29B,676,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,118,13,4118466,364474,33.7,GY,N,N,SNBA,S,4.6,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,496,341.8604449,49.57406319,582.4814997
29B,686,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,128,31,4118500,364465,36.5,GY,N,N,SNBA,S,6.4,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,497,306.8781397,23.50899359,550.5013208
29B,903,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,5,-,4119324,364650,45.3,GY,N,N,SNBA,NBA,10.2,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,498,28.30687881,251.4694481,7.136447637
29B,907,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,9,-,4119268,364596,48.6,DY,N,Y,F,F,-,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,499,105.6640475,290.5838549,0.749298609
29B,720,2016,SCTR-09-MAY-2016-01,10-May-16,9-May-16,3,162,121,4118549,364280,42.7,GY,N,Y,F,F,8.3,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,500,290.4436723,99.14959362,569.0520311
29B,931,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,1,-,4119031,364469,49.1,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,501,232.7962814,435.9471186,64.02686669
29B,933,2016,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,9,3,-,4118995,364454,30,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120821,"Slagle fine sandy loam, 2 to 6 percent slopes",fine sandy loam,sandy clay loam,marine deposits,moderately well drained,C,No,502,194.5629073,398.8862138,103.0258413
