MUSYM,Index,Year,Sheet_ID,Date,Date_survey_started,Survey,No,Time,Y,X,SVL_mm,Color,Nuptial_Pads,gravid,Sex,Adjusted_sex,Mass,COMMENTS,LOCAL_NAME,FORM_NAME,ALLIAN_SCI,ALLIAN_ENG,ASSOC_SCI,AREASYMBOL,MUKEY,Soil_description,Top_layer,Middle_layer,Parent_material,Drainage,Hydric_soil_group,Hydric_soil,lineOrig,Dist_to_breeding_pool,Dist_to_wetland,Dist_to_meadow
16,2112,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,174,2307,4119373,367605,35.5,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,278,524.8558107,278.5406597,267.0028653
16,2113,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,175,2307,4119361,367642,35.6,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,279,545.8841128,259.6784408,296.261325
16,2114,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,176,2308,4119346,367631,41.7,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,280,528.0409046,277.9599101,280.8514285
16,2074,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,135,2238,4119174,367509,40.6,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,281,333.2255552,261.0168037,118.9430175
16,2035,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,96,2213,4119101,367430,49.1,GY,N,Y,F,F,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,282,232.3083873,249.8666817,87.47679426
16,2022,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,82,2206,4119089,367426,50.6,Y,Y,N,M,M,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,283,224.9743351,245.2937248,92.32414293
16,2103,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,164,2302,4119309,367626,49.8,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,284,502.4699207,307.6945069,259.9082846
16,2119,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,181,2312,4119380,367606,40.7,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,285,530.2306417,273.1503452,271.0263454
16,2120,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,182,2313,4119391,367641,52.9,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,286,563.9175347,239.9065913,307.2499356
16,2080,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,141,2242,4119183,367520,39.9,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,287,347.073333,264.9230503,128.5712503
16,2014,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,74,2202,4119053,367420,42.8,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,288,212.0482389,229.9491522,112.5365204
16,2082,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,143,2243,4119195,367525,35.8,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,289,357.0056991,274.3507675,132.9396156
16,2083,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,144,2244,4119198,367517,50.7,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,290,351.3927222,279.9758315,124.9577585
16,2084,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,145,2245,4119197,367551,41.1,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,291,381.0715354,268.5367841,158.9424154
16,2098,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,159,2257,4119308,367573,33.8,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,292,458.8623846,346.271726,212.9282541
16,2086,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,147,2246,4119220,367566,43.7,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,293,404.9560909,287.7365886,175.6198064
16,2100,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,161,2258,4119301,367631,49.7,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,294,502.2320427,310.3068355,261.0913469
16,2101,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,162,2259,4119310,367581,38.8,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,295,466.4347821,339.064554,220.7950212
16,2075,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,136,2239,4119194,367511,36.3,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,296,344.2059175,278.5152409,118.9503737
16,2076,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,137,2240,4119199,367504,44.3,DY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,297,340.5693552,285.867413,111.9846704
16,2104,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,165,2302,4119316,367630,44.2,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,298,509.7134896,299.8449002,266.5976677
16,2092,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,153,2250,4119234,367575,37.7,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,299,419.5953046,300.0718291,186.8935296
16,2093,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,154,2252,4119237,367572,54.4,DY,Y FAINT,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,300,418.4729431,303.4865635,184.6051635
16,2027,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,88,2208,4119093,367427,35.8,GY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,301,227.0475662,247.0139049,90.45666814
16,2015,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,75,2203,4119074,367399,48.1,Y,N,Y,F,F,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,302,195.0488054,258.7808992,83.25811157
16,2016,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,76,2203,4119067,367419,43.2,DY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,303,213.1572003,238.1504415,102.5405097
16,2097,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,158,2255,4119259,367596,42.8,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,304,450.3121216,322.6788301,213.5206463
16,2106,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,167,2303,4119334,367621,39.3,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,305,512.8413827,293.461547,267.4424076
16,2099,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,160,2258,4119307,367571,46.3,GY,N,N,SNBA,NBA,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,306,456.6673582,348.4152173,210.7016645
16,2034,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,95,2213,4119101,367430,39.4,GY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,307,232.3083873,249.8666817,87.47679426
16,2073,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,134,2237,4119164,367526,39.3,G,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,308,344.5272214,245.0596181,137.6492514
16,2070,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,131,2235,4119156,367508,40.5,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,309,324.8276151,245.2470591,122.5625
16,2102,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,163,2301,4119338,367601,43,GY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,310,499.4016446,305.3285032,249.8760311
16,2037,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,98,2214,4119115,367428,35.7,GY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,311,235.2125608,260.7232345,76.78771616
16,2105,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,166,2302,4119334,367607,52.3,Y,Y,N,M,M,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,312,501.6719355,303.6818053,254.3020442
16,2038,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,99,2215,4119102,367438,35.4,G,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,313,240.2249473,244.5573961,92.86176222
16,2079,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,140,2241,4119184,367516,36.2,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,314,343.9496855,267.3609889,124.4932384
16,2028,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,89,2209,4119087,367422,51.5,Y,Y,N,M,M,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,315,220.583288,247.2293959,90.61519243
16,2029,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,90,2210,4119088,367427,37,GY,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,316,225.6700897,243.8893483,93.73485625
16,2095,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,156,2253,4119265,367550,39.1,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,317,414.8846171,334.9875499,172.4523598
16,2040,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,101,2216,4119108,367437,38.2,G,N,N,SNBA,S,,,Loblolly Pine Plantation,Planted/cultivated temperate or subpolar needle-leaved evergreen forest,Pinus taeda Planted Forest Alliance,Loblolly Pine Planted Forest Alliance,Pinus taeda Planted Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,318,241.1931849,249.3695495,88.17286079
16,2072,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,133,2237,4119173,367503,48.2,DY,N,Y,F,F,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,319,327.396683,262.6944194,113.246154
16,2094,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,155,2253,4119261,367568,39.1,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,320,427.5959058,327.8162641,187.6474524
16,2107,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,168,2303,4119334,367648,42,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,321,534.7592004,274.4042175,290.8901277
16,2096,2017,SCTR-19-may-2017-01,19-May-17,19-May-17,6,157,2254,4119293,367549,40.2,GY,N,N,SNBA,S,,,Successional Tuliptree - Loblolly Pine Forest,Lowland or submontane cold-deciduous forest,Liriodendron tulipifera Forest Alliance,Tuliptree Forest Alliance,Liriodendron tulipifera - Pinus taeda Forest,VA695,120806,Izagora loam,fine sandy loam,clay loam,alluvium,moderately well drained,C,No,322,430.6982403,362.6299392,184.6264916
